longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,median_price
-118.37,33.99,36,3228,543.0,1305,520,5.1695,397000,<1H OCEAN,344696.11
-118.23,33.98,25,986,310.0,1439,251,2.39,183300,<1H OCEAN,126457.0
-118.09,34.05,22,1764,357.0,1379,363,3.5357,199000,<1H OCEAN,177019.0
-122.44,37.8,52,3830,,1310,963,3.4801,500001,NEAR BAY,454322.39
-117.77,34.07,36,2922,652.0,2392,629,2.8661,124000,INLAND,130818.0
-115.6,33.2,37,709,187.0,390,142,2.4511,72500,INLAND,93856.0
-122.22,37.81,52,2944,536.0,1034,521,5.3509,302100,NEAR BAY,356081.13
-118.03,33.95,37,1772,321.0,934,326,4.1471,177800,<1H OCEAN,192066.0
-118.23,33.76,21,49,14.0,29,16,5.0,87500,NEAR OCEAN,303849.12
-117.56,34.12,4,5351,1210.0,2988,1101,3.7973,181300,INLAND,141934.0
-121.89,39.71,26,2741,451.0,1217,437,3.7007,139200,INLAND,103714.0
-118.31,33.94,40,1550,,798,270,3.775,153800,<1H OCEAN,145964.0
-116.96,33.79,21,2990,691.0,2108,660,2.0135,83000,INLAND,80772.0
-121.98,37.31,28,3840,629.0,1883,662,6.4095,335900,<1H OCEAN,343913.04
-121.91,37.3,43,828,151.0,446,145,4.4375,327600,<1H OCEAN,239221.01
-121.21,38.67,19,2987,626.0,1610,605,3.0533,112100,INLAND,123581.0
-117.91,33.66,21,1708,505.0,1099,434,3.225,193800,<1H OCEAN,206734.01
-118.17,34.04,46,705,167.0,655,149,3.5938,141100,<1H OCEAN,149934.0
-121.91,37.31,28,3104,811.0,1488,754,3.6429,332600,<1H OCEAN,264542.02
-117.99,33.72,26,1787,275.0,801,270,5.5514,255700,<1H OCEAN,238011.0
-117.09,32.98,23,1125,273.0,687,308,2.3182,268800,<1H OCEAN,152101.03
-119.0,36.06,41,937,158.0,396,142,4.0833,81300,INLAND,91684.0
-119.48,36.54,28,2112,363.0,1011,335,4.2222,108900,INLAND,106683.0
-118.39,34.07,33,5301,1281.0,2243,1159,4.2386,500001,<1H OCEAN,446022.53
-122.77,38.92,26,712,140.0,293,100,4.0119,119400,INLAND,134919.0
-119.8,36.7,28,1592,304.0,962,282,1.3304,51300,INLAND,51314.0
-118.29,33.95,31,2839,792.0,2390,729,2.0,109800,<1H OCEAN,126411.0
-121.29,37.99,41,930,191.0,463,185,3.4141,90600,INLAND,116383.0
-121.89,37.25,23,2705,449.0,1180,442,6.0791,316500,<1H OCEAN,279024.0
-117.63,34.37,20,7052,1306.0,2197,810,3.7252,167100,INLAND,131812.0
-118.11,33.9,35,2604,495.0,1465,470,4.4896,184600,<1H OCEAN,205118.0
-121.89,37.29,38,1568,351.0,710,339,2.7042,286600,<1H OCEAN,247439.0
-121.07,40.85,17,976,202.0,511,175,3.6641,80800,INLAND,120073.0
-117.15,34.22,10,1039,174.0,317,109,7.2371,171900,INLAND,256339.0
-118.27,34.0,43,1638,434.0,1213,390,1.3403,110800,<1H OCEAN,105116.0
-123.26,41.86,25,2344,532.0,1117,424,2.7222,64600,INLAND,73517.0
-117.96,33.78,33,1520,,658,242,4.875,269300,<1H OCEAN,217702.0
-121.98,38.36,24,2434,630.0,1538,574,2.1067,101100,INLAND,91444.0
-122.38,37.58,52,2039,299.0,772,303,6.471,500001,NEAR OCEAN,449463.37
-122.54,37.99,32,2236,348.0,818,330,7.3521,444000,NEAR BAY,426767.4
-118.56,34.18,36,1366,224.0,719,270,4.8264,251000,<1H OCEAN,233112.0
-118.18,34.08,35,2226,602.0,2230,549,2.9167,129300,<1H OCEAN,166306.0
-121.47,39.51,19,3720,636.0,1304,607,2.6921,97500,INLAND,93693.0
-118.4,33.96,43,2416,454.0,1028,409,5.6732,330700,<1H OCEAN,396430.25
-121.18,38.73,16,1584,264.0,613,226,6.0302,273100,INLAND,202414.0
-118.3,34.03,40,1695,374.0,1138,357,2.7125,150000,<1H OCEAN,150224.0
-118.1,33.74,32,2035,,934,512,4.2287,500001,NEAR OCEAN,423223.22
-122.39,37.74,52,126,24.0,37,27,10.2264,225000,NEAR BAY,302547.33
-121.83,36.61,27,2248,466.0,1644,453,3.2545,131200,<1H OCEAN,171661.0
-116.88,33.93,37,1495,429.0,865,342,1.2188,55000,INLAND,77939.0
-117.14,33.39,17,2889,587.0,1931,510,3.8547,208300,<1H OCEAN,218863.0
-122.4,37.73,42,1413,406.0,1027,362,2.3625,233000,NEAR BAY,222132.04
-119.71,34.42,52,1411,324.0,1091,306,4.1062,252900,<1H OCEAN,281118.0
-118.33,33.98,28,3889,1199.0,3121,1046,1.8806,113900,<1H OCEAN,145156.0
-117.23,32.78,35,1649,355.0,746,360,4.6293,356500,NEAR OCEAN,256513.0
-118.11,33.75,24,1608,314.0,592,314,5.0926,390500,NEAR OCEAN,382875.25
-119.45,36.59,41,1749,342.0,1171,314,1.6875,66100,INLAND,54037.0
-121.88,38.0,16,2605,440.0,1352,408,4.1947,140300,INLAND,143457.0
-122.3,38.32,20,2063,486.0,1045,460,2.5035,153200,NEAR BAY,155327.0
-119.55,34.38,17,1951,368.0,681,350,2.7275,500001,<1H OCEAN,275440.01
-122.08,37.61,26,2261,443.0,1039,395,3.7931,203900,NEAR BAY,209438.0
-122.07,37.63,27,2784,723.0,2028,693,2.4808,157600,NEAR BAY,162502.0
-122.09,37.37,34,2165,355.0,776,339,5.2971,442100,NEAR BAY,342727.09
-122.29,37.56,12,6474,1467.0,2516,1390,5.0353,305800,NEAR BAY,327617.18
-122.05,37.31,25,4601,696.0,2003,666,8.0727,455500,<1H OCEAN,411142.17
-118.2,33.97,30,1911,562.0,2055,534,2.3917,154600,<1H OCEAN,159666.0
-117.96,34.07,32,2910,709.0,2583,670,3.7736,158400,<1H OCEAN,186276.0
-117.2,33.2,16,4409,629.0,1875,609,5.543,286400,<1H OCEAN,282925.01
-118.45,34.18,39,1810,388.0,839,380,3.7171,228800,<1H OCEAN,232987.0
-117.91,33.84,26,1156,393.0,1880,400,2.2716,350000,<1H OCEAN,159509.0
-122.18,37.73,44,548,119.0,435,136,2.1111,79700,NEAR BAY,93167.0
-118.08,34.08,43,1716,402.0,1343,386,2.9688,211400,<1H OCEAN,195974.0
-122.26,38.28,24,2831,502.0,1462,503,4.5,158300,NEAR BAY,178426.0
-121.93,37.27,28,3428,753.0,1753,729,4.1033,281000,<1H OCEAN,253084.0
-121.94,37.24,19,1741,294.0,632,279,5.5944,290500,<1H OCEAN,284882.01
-119.65,36.34,47,1869,357.0,832,315,3.0846,76100,INLAND,75037.0
-122.37,38.33,29,1868,291.0,764,284,4.825,195100,NEAR BAY,234739.03
-118.52,34.21,34,1663,299.0,762,282,5.1265,211000,<1H OCEAN,237257.0
-122.27,37.56,17,3211,847.0,1553,812,4.9434,292100,NEAR BAY,348372.23
-121.61,39.52,24,1610,324.0,909,323,1.8661,59800,INLAND,72714.0
-117.88,33.83,22,3522,543.0,1706,524,6.4685,241200,<1H OCEAN,292001.03
-118.14,33.94,31,2841,774.0,1612,708,2.9205,196600,<1H OCEAN,189415.0
-122.07,38.26,15,1173,146.0,450,154,6.0487,197700,INLAND,208898.0
-117.65,33.57,5,1998,500.0,1185,446,4.3542,195600,<1H OCEAN,207487.02
-120.48,37.32,13,3641,897.0,1737,788,2.1418,130600,INLAND,98532.0
-121.55,39.51,48,827,198.0,396,161,0.8024,58300,INLAND,62121.99
-118.5,34.2,18,4249,933.0,2047,909,4.1304,229100,<1H OCEAN,256231.01
-120.97,37.43,27,1380,,810,262,2.1875,137500,INLAND,93972.0
-121.35,38.46,2,6992,1132.0,2816,984,4.3879,144400,INLAND,143423.0
-121.78,37.69,34,2358,498.0,1157,461,3.3618,174600,INLAND,149065.0
-118.25,33.96,42,1326,295.0,918,258,2.3864,98800,<1H OCEAN,109066.0
-119.83,36.78,35,1789,357.0,933,357,2.5223,66200,INLAND,70317.0
-118.3,34.26,28,1643,489.0,1142,458,3.1607,200600,<1H OCEAN,205024.0
-121.91,37.33,52,2212,563.0,1195,532,2.894,209500,<1H OCEAN,224273.01
-122.41,37.71,28,5015,1240.0,3900,1029,1.2269,181900,NEAR BAY,222611.06
-117.09,32.64,24,3613,973.0,2002,931,1.947,147500,NEAR OCEAN,112055.0
-122.13,36.97,27,991,194.0,543,155,4.7188,350000,NEAR OCEAN,268563.02
-118.32,34.11,33,5135,1450.0,2404,1292,3.2462,435700,<1H OCEAN,328246.08
-119.55,36.7,31,1671,372.0,1371,347,2.3687,63900,INLAND,65356.0
-122.06,37.39,22,1236,290.0,413,274,3.6875,40000,NEAR BAY,309900.0
-118.39,34.2,19,2012,732.0,3483,731,2.2234,181300,<1H OCEAN,186795.0
-117.2,32.83,35,1377,350.0,792,313,2.8472,161400,NEAR OCEAN,214107.0
-117.31,33.16,17,1704,263.0,781,281,5.6605,224400,NEAR OCEAN,304748.08
-118.94,35.37,23,1106,252.0,790,230,1.8523,59700,INLAND,58678.0
-121.29,38.71,32,1875,361.0,1027,343,3.5769,103800,INLAND,121339.0
-119.31,34.7,19,961,218.0,479,138,3.3438,156300,INLAND,129676.0
-122.62,38.24,19,1687,253.0,893,257,6.204,201800,<1H OCEAN,287701.03
-117.06,32.68,41,2665,515.0,1664,512,2.375,113500,NEAR OCEAN,120060.0
-122.08,37.87,24,6130,1359.0,1750,1286,2.9167,102700,NEAR BAY,207780.0
-122.27,37.85,47,2077,400.0,719,326,2.2431,172700,NEAR BAY,132520.0
-122.17,37.78,42,1524,260.0,651,267,3.6875,157300,NEAR BAY,163416.0
-122.89,38.93,20,1214,247.0,504,223,2.7188,105700,<1H OCEAN,171085.0
-117.85,34.11,27,1748,403.0,985,416,3.1133,180600,INLAND,170962.0
-118.92,35.37,17,3589,701.0,1746,640,2.4919,75700,INLAND,90124.0
-117.24,32.85,18,3117,475.0,904,368,6.7587,388500,NEAR OCEAN,340628.03
-118.31,34.03,34,2041,517.0,1479,495,2.1173,156600,<1H OCEAN,147638.0
-118.17,34.05,39,962,229.0,999,221,3.375,126000,<1H OCEAN,151050.0
-116.98,33.83,15,2228,472.0,653,350,2.683,139300,INLAND,127327.0
-117.9,33.74,24,2932,955.0,5516,911,2.7535,111000,<1H OCEAN,180328.0
-118.54,34.19,33,2205,453.0,1242,419,4.1319,203700,<1H OCEAN,215264.0
-117.41,33.93,35,793,150.0,669,128,4.0156,89300,INLAND,129274.0
-122.18,37.91,31,7200,876.0,2428,843,10.9405,500001,NEAR BAY,497045.96
-121.9,38.01,16,2604,454.0,1696,481,4.6628,136000,INLAND,157159.0
-118.23,33.99,37,378,176.0,714,156,2.1912,112500,<1H OCEAN,124166.0
-122.17,37.45,33,1828,396.0,766,378,4.4531,500001,NEAR BAY,325751.03
-117.04,32.69,27,1790,356.0,1286,347,3.5437,115800,NEAR OCEAN,121329.0
-118.18,34.03,44,1629,420.0,1893,387,2.2991,137500,<1H OCEAN,138881.0
-117.22,32.78,22,2020,466.0,1010,429,3.4527,175000,NEAR OCEAN,219743.0
-122.44,37.78,52,2747,736.0,1309,653,2.943,341700,NEAR BAY,385427.04
-121.88,37.36,42,2087,402.0,1342,423,4.2149,199000,<1H OCEAN,233867.01
-118.08,33.84,28,4216,948.0,2997,896,3.7961,162700,<1H OCEAN,194294.0
-121.9,37.44,12,4228,734.0,2594,732,6.6086,299400,<1H OCEAN,304632.01
-117.96,34.0,33,5462,952.0,3527,914,4.4038,186700,<1H OCEAN,202374.0
-116.93,32.81,18,2447,466.0,1573,472,2.6429,125400,<1H OCEAN,136378.0
-118.74,34.26,27,3467,545.0,1798,493,4.8717,204100,<1H OCEAN,233857.0
-117.99,33.92,27,5805,1152.0,3106,1144,4.061,222700,<1H OCEAN,208394.0
-122.27,38.29,36,1446,306.0,678,295,2.8409,153000,NEAR BAY,153748.0
-121.66,36.69,6,10613,2485.0,7249,2375,3.7912,168900,<1H OCEAN,205872.0
-117.05,32.57,13,2880,576.0,2450,567,3.1696,138000,NEAR OCEAN,137724.0
-117.89,33.82,21,1591,298.0,904,297,4.8906,179100,<1H OCEAN,215886.0
-117.3,34.13,42,2115,557.0,1532,494,1.4531,71500,INLAND,71486.0
-121.81,38.0,37,2724,579.0,1400,540,2.905,97300,INLAND,105500.0
-116.53,33.78,18,2547,463.0,411,214,2.5489,220500,INLAND,156882.0
-118.03,33.76,32,2980,494.0,1370,481,5.0866,223500,<1H OCEAN,239824.0
-122.21,37.78,52,1056,224.0,792,245,2.6583,142600,NEAR BAY,135822.0
-121.36,38.0,17,4535,762.0,1562,743,5.3224,225800,INLAND,203998.0
-117.14,32.72,45,1140,310.0,840,339,1.6156,156300,NEAR OCEAN,140812.0
-118.45,34.28,36,2602,638.0,2780,620,2.7155,149800,<1H OCEAN,182132.0
-118.07,34.16,35,2459,438.0,970,437,4.2143,369400,INLAND,282106.0
-118.32,33.87,28,3763,762.0,1967,724,5.3244,271900,<1H OCEAN,297942.02
-120.69,35.52,26,2758,571.0,1291,522,2.925,181400,<1H OCEAN,178866.0
-121.94,37.33,34,1809,317.0,863,302,4.3,330500,<1H OCEAN,248611.0
-116.38,33.74,7,17579,3479.0,3581,1820,4.084,194500,INLAND,164362.0
-122.07,37.96,34,1692,290.0,836,289,5.0172,197100,NEAR BAY,212464.0
-116.92,32.82,17,2492,494.0,1278,439,2.8875,155700,<1H OCEAN,147220.0
-122.07,37.39,37,1169,239.0,589,249,5.0131,330300,NEAR BAY,331107.23
-118.34,33.98,40,2108,526.0,1922,544,3.163,137800,<1H OCEAN,167878.0
-118.38,34.58,18,1859,375.0,913,372,4.3456,148900,INLAND,188783.0
-118.25,34.13,36,2946,1025.0,2542,912,2.2244,255900,<1H OCEAN,229391.0
-122.09,37.35,30,1502,186.0,501,180,10.0259,500001,NEAR BAY,499666.98
-118.32,34.04,44,1008,223.0,544,223,2.8654,176800,<1H OCEAN,204674.0
-117.49,33.64,3,8874,1302.0,3191,1027,6.8588,302000,<1H OCEAN,291495.0
-122.79,39.08,23,952,200.0,321,128,1.5208,89000,INLAND,80843.0
-117.93,34.09,37,1185,225.0,769,235,4.4625,154200,<1H OCEAN,176665.0
-122.31,37.56,40,1351,330.0,701,297,3.32,292900,NEAR OCEAN,296371.0
-121.27,38.67,16,3185,886.0,1550,802,2.5199,149000,INLAND,142672.0
-122.1,37.19,18,808,136.0,420,145,7.1831,273300,NEAR OCEAN,400651.34
-118.15,33.84,29,2448,354.0,894,349,7.6526,481300,<1H OCEAN,399329.24
-118.18,33.9,32,1452,365.0,1888,366,3.5461,146400,<1H OCEAN,151244.0
-121.69,38.16,33,1808,363.0,824,340,3.2937,96400,INLAND,129781.0
-115.57,32.78,25,2007,301.0,1135,332,5.128,99600,INLAND,150424.0
-121.85,37.35,29,3515,807.0,3572,776,2.7562,160100,<1H OCEAN,161997.0
-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,219900,NEAR OCEAN,266456.05
-118.28,34.05,41,1788,774.0,2931,702,1.4413,158900,<1H OCEAN,169886.0
-122.27,37.87,49,1350,368.0,707,350,2.8846,211300,NEAR BAY,212183.0
-122.27,37.89,52,1978,293.0,723,272,5.3989,335600,NEAR BAY,308336.02
-118.54,34.18,17,7214,1994.0,4100,1823,3.0943,174500,<1H OCEAN,214666.0
-117.23,32.8,22,2981,873.0,1751,745,2.3482,190600,NEAR OCEAN,180407.0
-122.53,37.87,20,1814,282.0,658,253,7.9977,400000,NEAR BAY,399351.07
-121.9,38.02,5,1560,369.0,1037,372,3.6154,181800,INLAND,146925.0
-120.86,37.49,22,2140,445.0,1441,409,2.4706,89400,INLAND,100221.0
-124.19,41.78,15,3140,714.0,1645,640,1.6654,74600,NEAR OCEAN,78675.0
-118.22,34.03,45,554,214.0,888,218,1.8125,139600,<1H OCEAN,146454.0
-122.45,37.78,43,1452,397.0,897,393,4.1319,322700,NEAR BAY,366447.07
-118.19,33.92,35,915,241.0,1153,252,3.305,115800,<1H OCEAN,144441.0
-121.83,37.29,20,2308,461.0,2223,456,4.2589,191000,<1H OCEAN,187000.01
-122.49,37.6,33,3507,669.0,1697,660,4.0795,270600,NEAR OCEAN,326050.0
-119.03,35.38,52,1695,290.0,540,260,2.7312,147100,INLAND,79193.0
-120.07,36.97,28,1563,403.0,1564,408,1.5662,48000,INLAND,56058.0
-118.38,34.19,42,1308,289.0,950,302,2.7379,181500,<1H OCEAN,189008.0
-118.26,34.02,38,980,285.0,1308,310,1.5652,123100,<1H OCEAN,125155.0
-122.41,37.74,48,409,86.0,148,70,3.6687,335000,NEAR BAY,265714.01
-118.35,34.16,49,1305,228.0,584,255,5.636,267900,<1H OCEAN,352557.1
-118.12,33.91,36,2053,386.0,1023,394,3.0,216600,<1H OCEAN,196466.0
-118.44,34.0,44,1462,338.0,821,341,2.599,362200,<1H OCEAN,300201.02
-117.9,33.83,23,2459,689.0,2720,598,2.8072,164700,<1H OCEAN,183507.0
-117.09,32.75,20,1701,503.0,1482,465,1.6789,95500,NEAR OCEAN,100725.0
-118.04,34.12,44,2007,288.0,921,307,6.5989,500001,INLAND,403720.16
-117.92,33.63,24,1562,441.0,696,347,3.5161,236400,<1H OCEAN,294677.24
-122.52,37.88,52,176,50.0,88,46,3.8068,275000,NEAR BAY,348400.1
-116.72,34.89,14,4527,875.0,1640,590,2.8594,81700,INLAND,73923.0
-117.17,32.71,7,2493,693.0,951,641,4.2375,205000,NEAR OCEAN,275017.01
-117.27,34.17,16,30,3.0,49,8,4.625,250000,INLAND,182094.03
-117.21,33.95,5,8403,1240.0,3962,1150,5.2174,155500,INLAND,170558.0
-122.48,37.57,34,4648,806.0,2282,814,4.5556,249000,NEAR OCEAN,337103.02
-121.03,40.35,52,5486,1044.0,1977,754,2.1833,49500,INLAND,74820.0
-118.27,33.83,34,1124,245.0,717,242,3.1667,186900,<1H OCEAN,166447.0
-118.11,33.82,37,1756,345.0,836,335,4.375,218200,<1H OCEAN,225637.0
-117.18,33.51,13,270,42.0,120,42,6.993,500001,<1H OCEAN,436938.6
-118.44,34.31,22,3182,822.0,2661,746,2.7472,160100,<1H OCEAN,179116.0
-119.14,34.49,17,321,44.0,92,39,7.75,375000,<1H OCEAN,361921.16
-117.21,32.89,14,3114,773.0,1592,776,3.3176,156100,NEAR OCEAN,178723.0
-118.36,34.14,30,1376,317.0,629,320,3.6823,295200,<1H OCEAN,375360.12
-119.83,36.78,30,3162,640.0,1660,639,2.8359,80300,INLAND,74660.0
-118.3,33.98,48,1998,410.0,1176,382,3.0455,102400,<1H OCEAN,132190.0
-117.91,33.85,35,932,258.0,1147,267,2.7014,156700,<1H OCEAN,158647.0
-120.6,37.34,34,1830,431.0,1304,415,2.1182,68900,INLAND,82114.0
-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,301500,<1H OCEAN,273573.0
-118.48,34.23,30,1762,263.0,761,292,6.5268,273100,<1H OCEAN,341475.01
-118.36,33.97,18,1284,283.0,990,289,4.0179,195800,<1H OCEAN,239613.0
-122.76,38.35,30,2260,374.0,958,359,5.0323,222400,<1H OCEAN,257378.0
-118.05,33.93,31,894,203.0,883,190,3.6771,141500,<1H OCEAN,166671.0
-122.46,38.53,32,1735,331.0,785,309,3.6641,275800,INLAND,177400.0
-121.84,37.25,25,5939,989.0,3275,954,5.6488,234600,<1H OCEAN,271713.02
-122.4,37.62,32,3586,921.0,2249,911,3.1058,253000,NEAR OCEAN,284866.0
-122.54,37.95,38,2310,400.0,971,386,5.697,435700,NEAR BAY,388393.05
-121.64,36.68,16,6568,1603.0,6012,1565,2.3463,156100,<1H OCEAN,154405.01
-118.34,34.15,16,1586,377.0,625,344,4.0893,450000,<1H OCEAN,398564.23
-118.0,33.97,30,6540,991.0,3124,953,6.0663,372600,<1H OCEAN,326625.13
-122.13,37.46,37,1576,334.0,1385,323,2.5294,159400,NEAR BAY,184869.0
-118.08,33.95,37,1743,348.0,1328,354,3.0944,162800,<1H OCEAN,158729.0
-118.27,34.14,10,1060,332.0,1025,288,3.0074,175000,<1H OCEAN,213673.0
-117.89,34.07,32,2374,450.0,1580,427,3.8837,200300,<1H OCEAN,185985.0
-118.4,34.05,26,4473,923.0,1518,805,5.0762,500001,<1H OCEAN,468770.63
-121.37,38.66,17,4866,1056.0,2371,1030,2.4574,103300,INLAND,118881.0
-122.02,38.26,20,3899,763.0,2198,779,3.2061,120400,INLAND,118028.0
-117.83,33.93,14,1956,282.0,671,269,6.5841,306400,<1H OCEAN,286513.01
-118.33,34.02,45,1667,399.0,928,375,1.8783,118200,<1H OCEAN,151340.02
-121.96,37.24,26,3032,605.0,1208,562,5.4683,430900,<1H OCEAN,332687.14
-117.95,33.92,11,3127,706.0,1594,694,4.3426,141300,<1H OCEAN,205858.0
-117.14,32.73,26,450,132.0,317,109,4.0,137500,NEAR OCEAN,170435.0
-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN,500001.0
-118.06,34.71,14,2606,514.0,1228,512,2.5764,150000,INLAND,105229.0
-115.54,32.79,23,1712,403.0,1370,377,1.275,60400,INLAND,60844.0
-123.02,38.81,45,1717,389.0,916,367,3.2425,138800,<1H OCEAN,143736.0
-118.13,33.86,37,2259,425.0,1183,413,5.1805,201600,<1H OCEAN,254504.02
-117.8,33.75,29,3058,488.0,1197,474,5.3903,286600,<1H OCEAN,293370.08
-117.99,33.8,18,383,94.0,487,98,3.975,162500,<1H OCEAN,200731.0
-118.25,34.0,41,1768,475.0,1721,474,1.303,90400,<1H OCEAN,100677.0
-122.06,37.35,31,1795,281.0,872,282,8.0599,381800,<1H OCEAN,481246.64
-117.89,34.08,35,1711,335.0,825,356,3.5,215600,<1H OCEAN,199445.0
-117.1,32.58,23,1662,377.0,1318,386,2.3,120800,NEAR OCEAN,121790.0
-117.94,33.81,33,1891,334.0,932,343,4.2759,238000,<1H OCEAN,209011.0
-122.41,37.76,52,492,139.0,316,168,3.0865,225000,NEAR BAY,300123.1
-122.84,38.39,16,1688,292.0,793,280,4.4357,216900,<1H OCEAN,235221.0
-118.2,33.84,35,3405,779.0,1953,671,2.7813,159200,NEAR OCEAN,182300.0
-122.34,37.93,30,2515,481.0,1327,428,2.1287,95000,NEAR BAY,111748.0
-120.5,38.87,10,81,41.0,55,16,4.9583,87500,INLAND,173265.0
-118.21,33.94,40,2227,594.0,2244,580,2.4459,143800,<1H OCEAN,158516.0
-118.15,34.1,36,3514,818.0,2277,828,3.1211,229300,<1H OCEAN,207207.0
-118.25,33.97,36,1026,294.0,1316,268,1.7708,102600,<1H OCEAN,105341.0
-118.14,34.17,52,2687,600.0,1716,544,2.7201,205700,<1H OCEAN,187675.0
-118.16,34.7,33,2918,494.0,1365,478,4.8787,127700,INLAND,210045.0
-117.89,33.83,35,2984,446.0,1435,455,5.6276,200800,<1H OCEAN,261120.0
-118.5,34.02,28,5109,1482.0,2313,1451,3.3266,483300,<1H OCEAN,384542.16
-118.13,33.84,48,1895,294.0,881,293,6.3364,307400,<1H OCEAN,402078.21
-122.02,37.36,25,2074,387.0,1273,383,4.7609,378000,<1H OCEAN,253312.0
-119.02,34.26,40,1498,292.0,707,249,3.7974,228700,<1H OCEAN,227346.01
-118.14,33.88,41,1531,343.0,1119,341,4.3646,161400,<1H OCEAN,188117.0
-114.65,32.79,21,44,33.0,64,27,0.8571,25000,INLAND,61303.0
-118.36,33.9,42,1935,388.0,1136,379,4.74,230000,<1H OCEAN,237597.0
-118.16,33.88,18,2287,662.0,1804,537,1.9903,170300,<1H OCEAN,146385.01
-118.18,34.02,33,832,226.0,987,220,3.0972,125000,<1H OCEAN,142234.0
-123.01,38.79,32,2697,529.0,1417,535,3.2546,134100,<1H OCEAN,158377.0
-118.22,34.09,36,1427,415.0,1835,410,2.48,138900,<1H OCEAN,152496.0
-118.17,33.87,40,2462,587.0,1821,536,3.5646,162600,<1H OCEAN,166936.0
-120.45,34.64,27,2696,622.0,1322,543,3.0352,135400,NEAR OCEAN,166641.01
-118.93,36.19,30,2685,546.0,951,523,2.6184,113900,INLAND,76833.0
-118.34,33.95,33,1923,459.0,1412,361,5.4359,194100,<1H OCEAN,256923.03
-121.73,36.9,23,2392,721.0,3074,718,2.5195,136900,<1H OCEAN,157588.0
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,103600,INLAND,147698.0
-118.29,34.09,28,1562,648.0,1974,597,1.9766,112500,<1H OCEAN,226241.0
-118.0,33.81,17,1530,404.0,883,344,2.8835,196500,<1H OCEAN,193278.0
-121.87,37.41,24,3308,548.0,1891,544,5.6683,248700,<1H OCEAN,248414.0
-120.08,37.06,18,402,76.0,213,71,1.9063,95800,INLAND,85644.0
-118.47,34.04,21,5041,1491.0,2719,1420,3.5335,268800,<1H OCEAN,360541.27
-118.28,34.03,40,2118,796.0,2195,658,1.7976,164600,<1H OCEAN,151287.0
-120.87,38.83,12,2180,423.0,1070,377,2.8562,128200,INLAND,136352.0
-122.23,37.45,34,4177,723.0,1586,660,5.0457,395100,NEAR OCEAN,373679.11
-122.48,38.31,29,2375,560.0,1124,502,2.3276,166200,<1H OCEAN,184491.01
-117.18,32.68,29,1539,344.0,556,289,3.25,500001,NEAR OCEAN,225875.01
-121.24,37.98,33,450,123.0,236,103,1.1964,80400,INLAND,77756.0
-118.31,33.96,52,2523,460.0,1167,413,3.0625,127400,<1H OCEAN,155847.01
-122.45,37.77,52,2339,548.0,1090,507,3.3679,350000,NEAR BAY,440896.1
-122.97,38.5,44,3234,746.0,1112,470,1.9265,132700,<1H OCEAN,148899.0
-122.12,37.42,36,2607,551.0,1165,523,5.1524,373100,NEAR BAY,371964.17
-120.33,37.97,17,2530,526.0,1024,496,2.0057,118900,INLAND,111737.0
-119.3,38.26,19,3325,660.0,750,286,2.9509,114800,INLAND,124300.0
-122.29,38.3,52,144,54.0,89,48,1.0096,162500,NEAR BAY,182390.02
-120.97,37.69,14,5514,909.0,2819,970,3.8598,174400,INLAND,149653.0
-118.32,33.82,22,2508,402.0,1254,395,7.0935,379500,<1H OCEAN,386699.25
-118.26,34.15,18,2481,756.0,1763,675,2.8088,247500,<1H OCEAN,211957.0
-121.32,36.79,30,516,90.0,288,95,3.6333,202500,INLAND,214012.0
-122.14,37.43,52,1327,190.0,467,189,12.5902,500001,NEAR BAY,500001.0
-121.32,38.61,22,3902,845.0,1870,763,2.774,190200,INLAND,126647.0
-118.2,34.05,36,2672,675.0,2883,674,2.0885,142800,<1H OCEAN,144371.0
-118.36,33.92,46,1231,231.0,793,256,4.1023,226800,<1H OCEAN,225348.0
-121.22,37.96,31,1484,314.0,1163,336,2.625,72100,INLAND,102860.0
-121.3,37.97,52,2259,417.0,766,385,2.2981,105400,INLAND,98965.0
-118.27,33.98,39,2062,588.0,1933,570,1.3801,97000,<1H OCEAN,98231.0
-117.42,34.08,21,4460,930.0,2657,839,2.7569,127500,INLAND,106691.0
-119.0,35.33,35,991,221.0,620,207,1.9417,53800,INLAND,63497.0
-121.44,38.52,38,2080,388.0,995,380,2.7697,76600,INLAND,84639.0
-119.32,36.31,21,2309,424.0,1047,453,2.9886,87500,INLAND,83132.0
-119.85,36.82,15,1387,236.0,638,195,5.5842,88900,INLAND,141835.0
-118.36,33.84,35,1577,279.0,743,274,5.7654,343000,<1H OCEAN,327739.03
-118.36,33.95,42,1116,303.0,1082,299,3.7237,170800,<1H OCEAN,179447.0
-121.77,37.68,44,495,112.0,277,109,2.6667,179200,INLAND,141820.0
-122.65,38.25,23,4030,,1852,778,3.402,193300,<1H OCEAN,218878.0
-121.99,38.35,45,1778,339.0,839,319,2.4659,102900,INLAND,104723.0
-117.66,34.0,5,1387,236.0,855,270,5.411,201100,INLAND,182602.0
-117.24,33.23,13,3756,648.0,1767,614,4.0776,196000,<1H OCEAN,201732.0
